id,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
1780,0,0,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,83.3,2877,1
1781,0,0,1,1,9,1,0,1,0,0,0,2,0,0,0,1,2,75.85,2515,0
1782,1,0,0,1,9,1,0,0,0,2,0,0,0,0,0,1,2,50.1,2123,0
1783,0,1,0,0,9,1,0,1,0,0,0,0,2,0,0,1,2,80.85,2759,1
1784,1,0,0,0,9,0,1,0,0,0,0,0,2,0,0,1,1,34.7,1507,1
1785,1,0,0,0,25,1,0,1,2,0,2,2,2,2,0,1,2,105.5,1420,0
1786,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,0,19.5,535,0
1787,1,0,0,0,9,1,0,1,0,0,0,0,0,0,0,1,2,70.5,2423,0
1788,0,0,1,1,9,1,2,0,0,2,0,0,0,0,0,1,3,55.3,2187,0
1789,0,0,0,0,9,1,2,1,0,0,0,0,2,2,0,1,2,94.75,3007,1
1790,1,0,1,1,9,1,2,1,0,0,2,0,2,0,1,1,2,90.35,2791,0
1791,1,0,0,0,14,1,0,1,0,0,2,0,0,0,0,0,2,76.45,133,0
1792,1,1,1,0,9,1,0,2,1,1,1,1,1,1,0,1,3,21.25,1031,0
1793,0,0,1,0,42,1,2,1,0,0,2,2,0,0,0,1,2,84.3,1721,1
1794,1,1,1,0,9,1,0,2,1,1,1,1,1,1,1,0,1,19.85,838,0
1795,1,0,1,0,70,1,2,0,2,0,0,2,2,2,2,1,1,76.95,2255,0
1796,1,0,1,1,9,1,0,1,0,2,0,2,2,2,0,1,2,101.5,3037,0
1797,1,1,1,0,7,0,1,0,2,0,0,0,0,0,0,0,0,29.8,1128,0
1798,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,20.25,790,1
1799,1,0,0,0,9,0,1,0,0,0,0,0,0,0,0,1,3,24.6,915,0
1800,1,0,0,1,9,1,0,2,1,1,1,1,1,1,1,0,3,20.1,916,0
1801,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.45,995,0
1802,0,0,0,0,9,1,0,0,0,2,0,2,2,0,0,0,3,66.25,2472,1
1803,0,0,0,1,9,1,0,0,0,0,2,2,2,2,0,1,3,72.9,2521,1
1804,0,0,0,1,9,1,0,1,2,0,2,2,0,2,0,0,0,93.0,2992,0
1805,1,0,0,0,9,1,0,1,0,0,2,0,2,2,0,1,2,94.05,2890,0
1806,0,0,0,0,9,1,0,1,0,2,2,0,0,0,0,0,2,80.55,2526,0
1807,0,0,1,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.75,2795,0
1808,1,0,0,0,9,1,2,1,0,2,0,0,2,2,0,1,1,99.3,3054,0
1809,1,0,1,0,24,1,2,1,0,0,2,0,2,2,0,1,2,101.05,1256,1
1810,1,1,0,0,9,1,2,0,2,0,0,0,0,0,0,0,2,54.55,2160,1
1811,1,0,0,0,9,0,1,0,0,0,0,0,2,2,0,1,2,45.4,1907,1
1812,1,0,0,0,9,0,1,0,2,2,2,0,0,0,1,0,3,39.55,1763,0
1813,0,0,0,0,9,1,0,0,0,0,0,2,2,0,0,1,0,59.5,2262,0
1814,0,0,1,1,9,1,0,0,2,0,0,0,0,0,1,0,3,48.6,1918,0
1815,1,0,0,0,9,1,0,1,0,0,0,2,2,0,0,0,2,86.25,2800,0
1816,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,3,19.05,614,0
1817,1,0,0,0,9,1,0,2,1,1,1,1,1,1,0,1,3,18.95,858,1
1818,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,2,45.15,1899,1
1819,0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,3,88.4,2832,0
1820,1,0,0,0,3,0,1,0,0,0,0,2,0,0,0,1,2,29.75,3124,0
1821,0,1,0,0,45,1,2,1,2,2,0,2,2,0,0,1,2,97.05,1963,0
1822,1,0,0,0,9,0,1,0,2,0,2,2,0,2,1,0,3,50.8,2059,0
1823,1,0,0,0,9,1,0,1,0,0,2,0,0,0,0,1,2,73.8,2651,0
1824,1,0,0,0,63,1,2,1,2,2,2,2,2,0,1,0,1,104.5,2538,0
1825,0,1,0,0,9,1,2,1,0,0,2,0,2,0,0,1,2,90.1,2896,0
1826,0,1,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.55,2473,1
1827,0,0,1,1,9,1,0,2,1,1,1,1,1,1,2,0,3,20.35,925,0
1828,1,0,0,0,9,1,0,1,2,0,0,0,0,0,0,0,2,75.6,2543,0
1829,0,1,0,0,6,1,0,1,0,0,0,0,2,2,0,1,2,89.35,2356,0
1830,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,71.0,2563,1
1831,1,1,0,0,9,1,0,1,0,0,0,0,0,2,0,1,2,79.55,2684,0
1832,0,0,0,0,9,1,0,0,2,2,0,0,2,2,0,1,2,74.65,2650,1
1833,1,0,1,0,9,0,1,0,0,0,0,2,2,0,0,0,3,40.65,1617,1
1834,0,0,0,1,9,1,0,0,0,0,0,2,2,2,0,1,1,69.4,2367,0
1835,0,0,0,0,63,1,2,0,2,2,2,2,2,0,2,1,1,79.85,2130,0
1836,0,0,0,0,9,1,2,1,0,0,0,0,0,0,0,1,2,74.75,2655,1
1837,1,0,1,0,9,0,1,0,0,0,0,0,0,0,1,0,0,24.1,1372,1
1838,1,1,0,0,9,1,2,1,0,0,0,0,0,2,0,1,2,85.05,2744,1
1839,0,0,1,0,72,1,2,1,2,2,2,2,2,2,2,1,0,115.5,2926,0
1840,0,0,1,0,9,1,0,0,0,2,0,0,0,0,0,0,3,50.85,2066,0
1841,1,1,0,0,24,1,2,1,0,2,2,0,2,2,0,1,1,102.95,1316,1
1842,0,0,1,1,23,1,2,1,0,0,0,0,2,0,0,1,2,83.75,855,0
1843,1,0,0,0,9,1,2,1,2,0,0,0,0,0,0,1,2,81.15,2824,0
1844,0,0,1,0,9,0,1,0,0,0,2,0,2,2,0,1,2,48.75,1982,1
1845,0,0,0,0,9,1,0,1,0,0,0,0,0,0,0,0,2,69.05,2522,0
1846,1,0,0,0,9,1,0,0,2,0,2,2,2,0,0,1,3,69.5,2525,0
1847,0,0,0,0,9,1,0,1,0,0,0,0,2,0,0,1,0,77.65,2680,1
1848,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,1,0,44.2,1856,1
1849,1,0,0,0,9,1,2,1,0,0,0,0,2,0,0,1,2,85.35,2769,1
1850,0,0,0,0,56,0,1,0,2,2,2,2,0,0,2,0,0,45.05,1361,0
1851,1,0,1,0,9,1,0,0,0,0,2,0,2,2,0,1,3,70.05,2349,0
1852,0,0,0,0,9,1,0,1,0,0,0,0,2,2,0,1,0,90.8,2880,1
1853,1,0,1,0,9,1,0,0,2,2,0,2,2,0,0,1,3,68.95,2415,0
1854,0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,75.75,2808,0
1855,0,0,0,0,10,1,0,1,2,0,0,0,2,0,0,1,3,84.7,2927,1
1856,1,1,0,0,10,1,2,1,0,0,0,0,2,2,0,1,2,95.35,3026,1
1857,1,1,1,0,10,1,2,1,0,0,2,0,0,2,0,1,2,89.8,3050,1
1858,0,0,1,0,13,0,1,0,0,0,2,0,2,2,0,1,0,48.75,2494,1
1859,0,0,0,0,10,1,2,1,0,0,0,0,0,2,0,0,2,86.45,2924,1
1860,1,1,0,0,19,1,2,1,0,2,0,0,2,0,0,1,2,88.2,784,1
1861,0,0,0,0,10,0,1,0,2,0,0,0,0,0,0,0,3,29.75,1534,0
1862,1,0,1,1,10,1,0,2,1,1,1,1,1,1,0,1,1,20.05,1106,0
1863,1,1,1,0,36,1,2,1,0,0,0,0,0,2,0,1,1,85.25,1571,1
1864,1,0,0,1,5,1,0,0,0,0,0,2,0,0,0,1,0,48.65,1230,0
1865,1,1,1,0,10,1,0,1,2,0,0,0,0,0,0,0,2,75.3,2689,0
1866,1,0,0,0,10,1,0,1,2,0,2,0,2,2,1,1,2,98.9,76,0
1867,0,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,36.25,1765,0
1868,0,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,94.85,3112,1
1869,1,1,1,1,10,0,1,0,0,0,0,0,0,2,0,1,0,34.55,1730,0
1870,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,1,20.0,975,0
1871,0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.8,973,0
1872,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,19.85,935,0
1873,1,0,0,0,50,1,2,1,2,2,2,2,2,2,1,0,1,114.35,2382,0
1874,1,0,0,0,10,1,0,1,0,0,0,0,0,0,0,0,3,70.15,2716,0
1875,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,20.0,976,0
1876,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,49.55,2141,0
1877,0,0,0,0,10,1,2,2,1,1,1,1,1,1,0,1,3,24.5,1425,0
1878,0,0,1,1,10,1,0,2,1,1,1,1,1,1,0,1,0,19.8,961,0
1879,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,0,19.95,874,0
1880,0,0,0,0,10,1,0,2,1,1,1,1,1,1,1,1,3,19.3,856,0
1881,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,0,3,46.0,2154,0
1882,1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,0,2,79.85,2862,0
1883,0,0,0,0,9,1,0,2,1,1,1,1,1,1,0,0,0,20.15,1246,0
1884,0,0,0,0,10,1,2,1,2,0,0,0,2,2,0,1,2,98.7,3140,1
1885,0,0,0,0,10,1,0,1,0,0,0,0,0,2,0,1,0,80.25,2948,1
1886,0,0,0,0,10,1,0,0,0,0,2,2,0,0,0,0,2,54.25,2395,0
1887,1,0,1,1,10,1,2,2,1,1,1,1,1,1,0,1,3,24.4,1347,0
1888,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,2,21.2,1146,0
1889,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,3,74.15,2891,1
1890,1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1169,0
1891,1,0,0,0,10,1,2,1,0,2,2,0,0,2,0,1,2,95.25,24,0
1892,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,45.8,1956,0
1893,1,0,0,0,10,1,0,1,0,0,0,2,2,2,0,1,1,95.1,2981,0
1894,1,0,1,0,10,1,0,0,2,0,0,2,0,0,0,1,1,54.95,2358,0
1895,1,0,0,0,10,1,2,2,1,1,1,1,1,1,0,1,2,24.0,1175,0
1896,0,0,0,0,15,1,2,1,0,2,0,0,0,0,0,1,2,79.75,127,1
1897,1,0,0,0,1,1,0,0,0,0,2,2,2,2,0,1,2,75.5,2752,0
1898,0,0,1,1,10,1,0,2,1,1,1,1,1,1,2,0,3,20.15,1131,0
1899,1,0,1,0,8,1,0,2,1,1,1,1,1,1,0,1,0,19.55,646,0
1900,0,0,0,0,10,1,2,1,0,0,0,0,0,0,0,1,2,74.75,2865,1
1901,0,0,0,0,10,1,2,1,0,0,0,2,2,2,0,1,2,98.5,63,1
1902,0,0,0,1,10,1,2,0,2,0,2,2,0,2,1,0,1,73.55,2617,0
1903,1,0,1,0,10,1,2,1,0,0,2,0,2,2,0,1,2,98.5,43,1
1904,1,0,1,1,11,1,2,1,0,0,0,0,0,0,0,1,2,74.35,2931,1
1905,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.9,1305,0
1906,0,0,1,1,10,1,2,2,1,1,1,1,1,1,2,0,1,26.1,1165,0
1907,0,0,1,0,10,1,0,0,0,0,2,0,2,2,0,1,1,67.8,2524,0
1908,0,0,1,0,10,1,2,1,2,0,0,0,0,0,0,1,1,78.15,2786,0
1909,1,0,0,0,10,1,0,1,0,0,0,0,2,2,0,1,2,89.5,2978,1
1910,1,0,0,0,10,0,1,0,0,2,0,2,0,0,0,0,2,35.75,1808,0
1911,1,0,0,0,20,1,2,1,0,0,0,0,2,0,0,1,2,85.25,747,1
1912,0,0,1,1,10,1,2,0,2,2,0,0,2,0,1,0,2,70.3,2568,0
1913,1,1,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,86.65,2969,1
1914,0,0,1,1,71,1,2,0,2,2,2,2,2,2,2,1,1,90.55,2476,0
1915,1,0,0,0,52,1,2,1,0,2,2,0,2,2,0,1,2,103.05,2275,0
1916,1,1,1,0,67,1,2,1,0,2,0,2,2,2,2,0,0,102.9,2625,0
1917,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,1,3,70.6,2638,0
1918,1,0,1,1,10,1,0,0,0,2,0,0,0,0,1,0,3,49.55,2094,0
1919,1,0,0,1,10,1,2,2,1,1,1,1,1,1,0,0,1,24.8,1154,0
1920,1,0,0,0,10,1,0,0,0,0,0,0,0,2,0,1,0,56.75,2192,0
1921,0,0,0,0,10,1,0,0,0,2,0,0,0,0,0,0,2,51.2,2169,0
1922,0,0,1,1,10,1,0,0,0,2,2,0,0,0,0,1,3,55.55,2322,0
1923,0,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,1,81.0,2898,1
1924,0,0,0,0,10,0,1,0,0,0,0,2,0,0,2,1,3,29.6,1517,0
1925,1,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,1,19.75,1052,0
1926,1,0,0,0,39,1,2,1,0,2,0,0,0,0,1,0,1,81.4,1599,0
1927,0,0,1,1,10,1,0,0,0,2,0,2,0,2,0,1,2,65.5,2464,0
1928,0,1,0,0,10,0,1,0,0,0,0,0,0,2,0,1,2,34.7,1619,1
1929,0,0,1,1,14,1,2,1,0,0,2,0,0,2,0,1,2,87.25,282,1
1930,0,0,1,1,10,1,2,1,2,0,0,0,2,2,0,1,2,100.25,75,1
1931,1,0,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,50.4,394,0
1932,1,0,0,0,10,1,2,0,0,0,0,0,2,2,0,1,1,72.15,2859,1
1933,1,0,1,0,10,1,0,2,1,1,1,1,1,1,1,0,0,19.6,891,0
1934,0,0,1,0,1,1,0,0,0,0,0,0,2,0,0,1,3,55.3,2313,0
1935,0,0,1,1,10,1,0,1,0,0,0,0,2,2,0,1,2,88.85,3069,0
1936,0,0,1,0,71,1,0,2,1,1,1,1,1,1,2,0,3,19.6,456,0
1937,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,2,45.55,1853,1
1938,1,0,1,1,10,1,0,2,1,1,1,1,1,1,1,0,3,20.45,1281,0
1939,1,0,0,0,10,1,0,1,2,2,2,2,2,2,0,1,2,110.1,46,1
1940,1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.3,2718,1
1941,0,0,0,0,10,1,0,0,0,2,0,2,0,2,1,0,3,64.9,2592,0
1942,0,0,1,1,10,1,0,0,0,2,2,0,0,2,1,1,3,65.9,2540,0
1943,0,0,1,1,10,1,0,0,0,0,2,2,0,0,0,0,1,55.2,2253,1
1944,1,0,0,0,10,1,2,0,2,0,0,0,0,0,0,1,1,54.5,2357,0
1945,1,0,0,0,10,0,1,0,0,0,2,0,0,0,0,0,3,29.5,1354,1
1946,1,0,1,0,72,1,2,1,0,2,2,0,2,2,2,1,0,106.3,2766,0
1947,1,0,0,0,10,1,2,1,0,0,0,0,0,0,0,0,2,75.05,2828,0
1948,1,0,1,0,10,1,2,1,0,0,0,0,0,2,0,1,2,85.25,2967,1
1949,0,1,0,0,26,1,0,1,0,0,0,0,2,2,0,1,2,91.25,1234,1
1950,1,0,0,1,10,1,0,2,1,1,1,1,1,1,1,1,0,19.95,1116,0
1951,1,0,0,0,10,1,0,2,1,1,1,1,1,1,1,0,3,20.35,776,0
1952,0,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,0,80.05,2923,1
1953,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,872,0
1954,1,0,1,0,36,1,0,1,2,0,0,0,2,2,0,1,2,93.6,1651,0
1955,1,0,0,0,10,1,0,0,0,0,0,0,0,0,0,1,1,44.85,1953,1
1956,0,0,1,0,10,1,0,2,1,1,1,1,1,1,0,1,3,20.55,1344,0
1957,0,0,1,0,4,0,1,0,0,0,0,0,0,0,0,1,2,25.15,3156,0
1958,1,1,0,0,10,1,0,1,0,0,0,0,0,2,0,1,2,79.25,2855,1
1959,1,1,1,0,10,1,0,1,0,2,2,2,2,0,0,1,3,92.5,3082,1
1960,1,0,1,0,10,1,2,1,0,0,0,0,2,0,0,1,2,85.6,2893,1
1961,1,0,1,1,14,1,0,2,1,1,1,1,1,1,1,0,3,19.75,1560,0
1962,0,0,0,1,10,0,1,0,2,2,0,2,0,0,1,0,3,40.25,1874,0
1963,1,0,1,0,10,1,0,1,0,0,0,0,0,0,0,1,2,70.1,2537,1
1964,1,0,1,1,10,1,0,0,0,0,2,0,2,0,0,0,3,60.2,2346,0
1965,0,0,0,0,10,1,0,2,1,1,1,1,1,1,0,0,3,18.85,669,0
1966,1,0,1,0,10,1,0,1,0,2,0,2,2,2,0,1,2,99.85,3159,1
1967,0,1,0,0,32,1,0,1,0,0,0,0,0,2,0,1,2,79.5,1410,0
1968,1,0,1,1,56,0,1,0,0,2,2,0,0,0,1,1,1,36.1,968,0
1969,1,0,0,0,10,1,2,1,0,2,0,0,0,0,0,1,0,80.7,2833,1
1970,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,1,3,44.65,2085,0
1971,1,0,0,0,11,0,1,0,0,0,2,0,2,0,1,1,2,41.6,2081,1
1972,1,0,1,1,52,0,1,0,2,0,2,0,0,2,1,0,0,44.25,1185,0
1973,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,0,3,20.6,1221,0
1974,1,0,0,0,11,1,0,0,0,0,2,0,2,2,0,1,2,69.35,2671,0
1975,1,1,1,0,27,1,0,1,0,0,0,0,0,0,0,1,2,70.55,948,0
1976,0,0,0,1,10,1,0,1,0,0,2,2,2,0,0,1,2,91.1,3128,0
1977,1,0,0,0,11,1,0,1,0,0,2,0,0,0,0,0,2,72.9,2899,0
1978,0,0,0,0,11,1,2,2,1,1,1,1,1,1,1,0,2,25.2,1296,0
1979,1,1,1,0,11,1,0,1,0,0,0,0,0,0,0,1,2,70.2,2932,0
1980,0,0,0,1,11,1,0,2,1,1,1,1,1,1,0,0,1,19.7,1092,0
1981,1,0,1,1,48,1,2,2,1,1,1,1,1,1,2,0,0,26.3,268,0
1982,0,0,1,0,11,1,2,1,0,2,0,0,2,2,0,1,2,102.0,163,1
1983,0,0,0,0,11,1,0,1,0,2,2,2,0,2,0,1,2,94.2,3166,0
1984,1,1,0,0,19,1,0,1,0,0,2,0,2,2,0,1,1,95.9,787,1
1985,0,0,1,1,11,0,1,0,2,0,0,0,0,0,0,1,2,29.6,1680,0
1986,1,0,1,1,70,1,2,0,2,2,2,2,2,2,2,1,1,90.15,2475,0
1987,0,1,0,0,11,1,2,1,0,0,0,0,2,2,0,1,0,95.15,3163,1
1988,1,0,1,1,70,1,0,2,1,1,1,1,1,1,2,0,1,20.35,499,0
1989,1,0,0,0,17,1,0,2,1,1,1,1,1,1,1,1,0,19.65,1704,0
1990,1,0,1,1,24,1,2,0,2,0,2,2,2,2,1,1,3,84.8,980,0
1991,1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,3,20.4,1206,0
1992,1,1,0,0,11,1,0,1,0,0,0,0,0,2,0,1,2,78.5,2996,0
1993,0,0,0,0,11,1,2,1,0,0,2,0,2,0,0,1,2,89.2,3157,0
1994,1,0,1,1,70,1,2,0,2,2,2,2,0,2,1,0,0,78.35,2295,0
1995,1,0,0,0,11,1,0,0,0,2,0,0,2,0,1,1,2,61.25,2698,0
1996,0,0,0,0,37,1,2,1,0,0,2,0,2,2,0,1,2,100.05,1784,0
1997,1,0,0,1,11,1,2,1,0,0,0,0,0,2,0,0,2,86.2,3021,0
1998,0,0,0,0,11,0,1,0,0,0,0,0,2,0,0,1,3,35.8,1732,0
1999,1,0,1,0,11,1,2,1,0,2,0,0,0,0,0,1,0,80.5,3024,1
2000,1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,3,20.25,1051,0
2001,1,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,1,45.2,2153,0
2002,0,0,1,1,11,0,1,0,2,0,0,0,2,2,0,0,2,50.55,2351,0
2003,1,0,1,0,11,1,0,0,0,0,0,0,0,0,0,1,0,45.9,2233,0
2004,0,1,0,0,11,1,0,1,0,0,0,0,2,2,0,0,0,89.7,52,1
2005,0,0,1,1,11,1,2,0,0,0,0,2,0,2,0,1,2,66.35,2734,1
2006,1,0,0,0,11,1,0,2,1,1,1,1,1,1,0,1,1,20.45,1241,0
2007,0,1,1,0,70,1,2,1,2,2,2,2,2,2,2,1,2,113.65,2803,0
2008,1,1,1,1,51,1,2,1,0,2,2,0,0,0,0,1,2,84.2,1891,1
2009,0,1,1,0,17,1,2,1,0,0,0,0,2,2,0,1,2,92.55,657,0
2010,0,0,0,0,4,1,0,0,0,2,0,0,2,2,0,1,0,68.65,1382,1
2011,1,1,0,0,62,1,2,1,0,2,2,2,2,2,1,1,0,110.75,2654,0
2012,0,0,1,0,11,1,2,1,2,0,0,2,2,0,0,1,1,96.2,247,1
2013,1,0,0,0,11,1,0,2,1,1,1,1,1,1,2,0,1,19.55,1150,0
2014,0,1,0,0,11,1,0,1,0,2,0,0,2,2,0,1,2,95.0,136,1
2015,1,0,0,0,20,1,0,2,1,1,1,1,1,1,2,1,3,19.7,1910,0
2016,1,0,0,0,11,1,0,0,0,2,2,2,0,0,0,1,2,60.9,2596,0
2017,0,0,0,1,11,0,1,0,0,0,0,0,0,0,0,0,2,25.2,1594,0
2018,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,0,97.85,118,1
2019,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,3,75.9,2985,0
2020,1,1,1,1,11,1,2,1,0,0,0,0,0,0,0,1,1,75.2,2807,0
2021,0,0,0,0,48,1,0,0,2,2,0,0,0,0,2,0,1,55.5,1390,0
2022,1,0,1,1,11,1,2,0,2,0,0,0,2,0,0,1,0,65.15,2691,0
2023,1,0,1,1,11,1,0,1,0,0,0,0,2,0,0,1,0,79.5,2989,1
2024,0,0,1,0,11,1,2,1,0,0,0,0,2,2,0,1,2,94.0,92,1
2025,0,1,1,0,11,1,2,1,0,0,2,2,2,2,0,1,0,104.05,154,1
2026,1,0,0,0,1,1,0,2,1,1,1,1,1,1,0,1,3,20.05,987,0
2027,1,0,1,1,37,1,0,1,0,0,0,0,2,2,1,0,1,91.2,1609,0
2028,1,0,0,0,11,1,2,0,0,0,2,0,0,0,0,0,2,53.75,2444,1
2029,1,1,0,0,11,1,2,1,0,2,2,2,2,2,0,1,2,111.4,206,0
2030,0,0,0,1,44,1,0,2,1,1,1,1,1,1,2,0,3,19.9,2988,0
2031,0,0,0,0,11,1,0,0,0,0,0,0,2,2,0,1,2,64.9,2682,0
2032,0,0,0,0,53,1,2,1,0,2,2,0,2,2,2,0,2,105.55,2359,0
2033,1,0,1,1,11,1,0,0,0,0,2,0,2,0,0,1,0,59.65,2587,0
2034,0,0,0,1,50,1,0,0,2,0,2,2,2,0,1,1,1,70.8,1686,0
2035,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,1,2,74.55,2908,1
2036,0,0,1,1,11,1,0,2,1,1,1,1,1,1,1,1,3,20.0,959,0
2037,1,1,1,0,11,1,0,2,1,1,1,1,1,1,0,0,3,19.95,1082,1
2038,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,1,2,76.5,2935,1
2039,1,0,0,0,11,1,0,2,1,1,1,1,1,1,1,0,3,19.5,1176,0
2040,0,0,0,0,39,1,0,2,1,1,1,1,1,1,2,0,3,20.15,2913,0
2041,0,0,1,0,53,1,2,1,0,2,0,0,2,2,0,1,1,98.4,2214,1
2042,0,0,0,0,11,1,2,1,2,0,0,0,0,0,0,1,0,79.0,3068,0
2043,0,0,1,1,72,1,2,2,1,1,1,1,1,1,2,0,0,25.2,799,0
2044,0,0,1,1,11,1,0,0,2,0,0,0,0,0,0,0,0,51.0,2391,0
2045,0,1,0,0,11,1,2,0,2,0,0,0,0,0,0,1,2,55.6,2390,0
2046,1,0,1,0,11,1,2,1,0,0,0,0,0,0,0,1,2,74.95,2912,1
2047,1,0,0,0,11,1,0,1,2,0,0,0,0,0,0,1,2,73.5,2853,1
2048,1,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,3,19.65,1168,0
2049,0,1,0,0,11,1,2,1,0,0,0,0,0,2,0,1,1,84.8,3037,1
2050,1,0,0,1,35,1,0,1,0,0,2,0,2,0,1,1,2,85.15,1544,1
2051,1,0,1,0,15,1,0,2,1,1,1,1,1,1,0,1,1,19.45,1662,0
2052,0,0,0,0,11,1,0,0,0,0,2,2,0,2,1,0,1,64.9,2623,0
2053,0,0,0,0,11,1,0,2,1,1,1,1,1,1,0,0,0,20.3,1299,0
2054,0,0,1,1,2,1,0,2,1,1,1,1,1,1,1,0,3,20.3,1563,0
2055,0,0,1,1,11,1,0,2,1,1,1,1,1,1,2,0,1,20.9,1022,0
2056,0,0,1,0,11,1,2,1,0,0,2,0,2,2,0,1,2,99.5,60,1
2057,0,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,3,19.25,814,1
2058,0,0,0,0,39,1,0,1,2,0,2,2,2,0,1,1,2,95.55,1751,1
2059,0,0,0,0,11,1,2,1,0,0,0,2,2,0,0,0,2,90.15,3151,1
2060,1,0,0,0,11,1,0,1,0,0,0,2,0,0,0,1,2,73.85,3064,1
2061,0,0,0,0,11,1,2,1,0,0,2,0,2,2,0,1,2,100.75,144,1
2062,0,0,0,0,11,1,2,1,0,0,0,0,0,0,0,0,2,75.25,3006,0
2063,1,0,1,1,11,1,0,2,1,1,1,1,1,1,0,1,2,20.45,1332,0
2064,1,0,1,1,70,0,1,0,0,2,2,2,2,2,1,0,2,60.35,1888,0
2065,1,0,1,1,72,1,2,1,2,2,2,2,2,2,2,0,0,114.55,2925,0
2066,1,1,0,0,68,1,0,2,1,1,1,1,1,1,2,1,1,20.0,426,0
2067,1,0,0,0,11,1,0,1,0,2,0,0,0,0,0,0,2,74.95,2894,1
2068,1,0,1,1,11,1,0,1,0,0,0,0,2,2,0,0,2,90.6,23,0
2069,0,0,0,1,12,1,2,1,0,2,2,0,2,2,0,1,2,105.3,301,0
2070,1,1,0,0,50,1,2,1,0,0,0,0,2,2,0,1,2,95.7,2116,1
2071,1,0,1,1,60,1,0,2,1,1,1,1,1,1,2,1,0,20.95,297,0
2072,1,0,0,0,12,1,2,0,2,2,0,2,0,0,0,1,2,67.25,2928,0
2073,1,0,0,0,54,0,1,0,2,0,0,2,2,0,2,0,1,45.2,1302,0
2074,1,0,0,0,12,1,0,1,0,0,0,0,0,2,0,1,0,79.95,48,0
2075,1,0,1,1,39,0,1,0,0,0,0,0,0,0,1,1,1,25.25,3100,0
2076,1,1,1,0,12,1,0,1,0,0,0,0,0,2,0,1,2,80.45,3109,1
2077,0,0,0,0,12,1,2,1,2,0,0,0,0,0,0,1,2,78.95,3066,1
2078,1,0,1,1,13,1,0,1,2,0,0,0,0,2,0,0,2,84.05,111,1
2079,0,0,0,0,12,1,2,1,0,2,0,0,2,0,0,1,0,89.75,56,1
2080,1,0,0,1,12,1,2,1,0,0,0,0,0,0,0,1,1,73.75,2993,1
2081,1,0,0,1,12,1,0,0,2,0,0,0,2,2,0,1,3,69.85,2934,0
